Local time in Wurzburg,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.02.2018 17:00,2.1,736.0,761.0,,51,Wind blowing from the south-southeast,5,,,no clouds, ,,,,,,,,,,60.0,-7.1,,,,,,
13.02.2018 16:00,2.5,736.1,761.2,,50,Wind blowing from the south,6,,,20–30%., ,,,,,,,1000-1500,,,65.0,-6.9,,,,,,
13.02.2018 15:00,3.6,736.5,761.5,,48,Wind blowing from the south,5,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,55.0,-6.6,,,,,,
13.02.2018 14:00,3.4,737.0,762.0,,53,Wind blowing from the south-southeast,3,,,50%., ,,,,,,,1000-1500,,,70.0,-5.5,,,,,,
13.02.2018 13:00,2.5,737.5,762.6,,55,Wind blowing from the south-west,4,,,20–30%., ,,,,,,,1000-1500,,,70.0,-5.7,No precipitation,6,,,,
13.02.2018 12:00,2.6,738.1,763.2,,65,Wind blowing from the south-west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,35.0,-3.4,,,,,,
13.02.2018 11:00,1.3,738.5,763.7,,75,Wind blowing from the south,3,,,20–30%., ,,,,,,,1500-2000,,,28.0,-2.7,,,,,,
13.02.2018 10:00,0.1,738.9,764.2,,79,Wind blowing from the south,3,,,70 – 80%., ,,,-2.7,,,,1500-2000,,,30.0,-3.2,,,,,,
13.02.2018 09:00,-0.7,739.0,764.5,,81,Wind blowing from the south,3,,,"90  or more, but not 100%", ,,,,,,,1000-1500,,,26.0,-3.6,,,,,,
13.02.2018 08:00,-1.7,739.0,764.5,,86,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,,,,,1500-2000,,,15.0,-3.7,,,,,,
13.02.2018 07:00,-1.8,739.0,764.5,,87,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,-2.7,0.3,,,1500-2000,,,16.0,-3.7,No precipitation,12,,,,
13.02.2018 06:00,-1.6,739.1,764.6,,86,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,,,,,1500-2000,,,15.0,-3.7,,,,,,
13.02.2018 05:00,-2.0,739.3,764.8,,88,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,14.0,-3.7,,,,,,
13.02.2018 04:00,-2.1,739.4,765.0,,88,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,,,,,1500-2000,,,18.0,-3.9,,,,,,
13.02.2018 03:00,-2.5,739.6,765.2,,91,Wind blowing from the south,3,,,"90  or more, but not 100%", ,,,,,,,1000-1500,,,13.0,-3.8,,,,,,
13.02.2018 02:00,-2.6,739.6,765.3,,88,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,27.0,-4.4,,,,,,
13.02.2018 01:00,-2.2,739.6,765.2,,84,Wind blowing from the south,2,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,40.0,-4.5,No precipitation,6,,,,
13.02.2018 00:00,-1.6,739.6,765.1,,83,Wind blowing from the south-southwest,2,,,no clouds, ,,,,,,,,,,45.0,-4.1,,,,,,
12.02.2018 23:00,-1.2,739.5,765.0,,83,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,40.0,-3.7,,,,,,
12.02.2018 22:00,-0.1,739.4,764.8,,76,Wind blowing from the west-northwest,2,,,100%., ,,,,,,,1500-2000,,,55.0,-3.9,,,,,,
12.02.2018 21:00,-0.2,739.1,764.5,,85,Wind blowing from the west,1,,,"90  or more, but not 100%", ,,,,,,,1500-2000,,,35.0,-2.5,,,,,,
12.02.2018 20:00,0.0,738.9,764.2,,85,Wind blowing from the south-west,2,,,100%., ,,,,,,,1000-1500,,,30.0,-2.2,,,,,,
12.02.2018 19:00,0.3,738.5,763.8,,84,"Calm, no wind",0,,,"90  or more, but not 100%",Snow ,Snow or ice pellets.,Drizzle.,-0.5,4.3,,,1000-1500,,,30.0,-2.2,2,12,,,,
12.02.2018 18:00,0.4,738.1,763.3,,85,Wind blowing from the north-northwest,2,,,70 – 80%.,"Snow, slight. ",Snow or ice pellets.,,,,,,600-1000,,,6.0,-1.8,,,,,,
12.02.2018 17:00,0.5,737.5,762.7,,88,Wind blowing from the south,2,,,"90  or more, but not 100%",Snow ,Snow or ice pellets.,Drizzle.,,,,,1000-1500,,,40.0,-1.3,,,,,,
12.02.2018 16:00,0.0,737.5,762.7,,89,Wind blowing from the north-west,2,,,"90  or more, but not 100%",Snow grains ,Snow or ice pellets.,Drizzle.,,,,,200-300,,,40.0,-1.6,,,,,,
12.02.2018 15:00,0.9,737.1,762.3,,87,Wind blowing from the north-west,2,,,"90  or more, but not 100%",Snow ,Snow or ice pellets.,,,,,,300-600,,,35.0,-1.0,,,,,,
12.02.2018 14:00,-0.5,737.0,762.4,,96,Wind blowing from the north,4,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Precipitation,,,,,100-200,,,3.8,-1.1,,,,,,
12.02.2018 13:00,2.3,736.6,761.7,,78,Wind blowing from the west-northwest,5,,,100%.,"Snow, slight. ",Snow or ice pellets.,Drizzle.,,,,,300-600,,,11.0,-1.2,0.1,6,,,,
12.02.2018 12:00,2.7,736.5,761.5,,69,Wind blowing from the west-northwest,6,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,55.0,-2.4,,,,,,
12.02.2018 11:00,1.8,736.0,761.1,,77,Wind blowing from the west,5,,,60%.,Snow ,Snow or ice pellets.,Precipitation,,,,,300-600,,,65.0,-1.8,,,,,,
12.02.2018 10:00,1.5,735.6,760.6,,83,Wind blowing from the west,4,,,"90  or more, but not 100%",Snow ,Snow or ice pellets.,,-0.1,,,,300-600,,,55.0,-1.1,,,,,,
12.02.2018 09:00,0.2,734.9,760.1,,93,Wind blowing from the west,3,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,,,,,,300-600,,,10.0,-0.8,,,,,,
12.02.2018 08:00,-0.1,734.2,759.4,,88,Wind blowing from the west,2,,,70 – 80%.,Snow grains ,Snow or ice pellets.,,,,,,300-600,,,23.0,-1.9,,,,,,
12.02.2018 07:00,0.4,733.4,758.5,,89,Wind blowing from the west-northwest,5,,,70 – 80%.,Snow grains ,Snow or ice pellets.,Rain.,0.3,2.8,,,300-600,,,22.0,-1.2,0.1,12,,,,
12.02.2018 06:00,0.8,733.2,758.2,,90,Wind blowing from the west,6,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,,,,,,300-600,,,5.0,-0.6,,,,,,
12.02.2018 05:00,0.4,732.8,757.9,,93,Wind blowing from the west,6,,,no clouds, ,,,,,,,,,,26.0,-0.6,,,,,,
12.02.2018 04:00,1.3,732.6,757.6,,87,Wind blowing from the west,6,,,"10%  or less, but not 0",Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,50.0,-0.7,,,,,,
12.02.2018 03:00,1.4,732.5,757.5,,89,Wind blowing from the west,5,,,"90  or more, but not 100%",Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,70.0,-0.3,,,,,,
12.02.2018 02:00,1.7,732.3,757.3,,86,Wind blowing from the west,5,,,"90  or more, but not 100%",Rain (not freezing). ,Rain.,Drizzle.,,,,,1000-1500,,,55.0,-0.4,,,,,,
12.02.2018 01:00,0.9,732.1,757.1,,89,Wind blowing from the south-west,3,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,30.0,-0.7,No precipitation,6,,,,
12.02.2018 00:00,1.1,732.0,757.0,,90,Wind blowing from the west-southwest,2,,,50%., ,,,,,,,1500-2000,,,30.0,-0.4,,,,,,
11.02.2018 23:00,2.0,731.7,756.6,,85,Wind blowing from the west,4,,,40%., ,,,,,,,1000-1500,,,40.0,-0.3,,,,,,
11.02.2018 22:00,2.4,731.3,756.1,,84,Wind blowing from the west,5,,,60%., ,,,,,,,600-1000,,,45.0,-0.1,,,,,,
11.02.2018 21:00,2.6,730.9,755.7,,84,Wind blowing from the west,4,,,"90  or more, but not 100%", ,,,,,,,1500-2000,,,45.0,0.2,,,,,,
11.02.2018 20:00,2.7,730.5,755.3,,85,Wind blowing from the west,4,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,55.0,0.4,,,,,,
11.02.2018 19:00,2.6,730.3,755.2,,87,Wind blowing from the west,4,,,100%., ,Snow or ice pellets.,Rain.,-0.2,2.8,,,600-1000,,,55.0,0.7,0.3,12,,,,
11.02.2018 18:00,2.3,730.2,755.0,,89,Wind blowing from the west,5,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,35.0,0.7,,,,,,
11.02.2018 17:00,2.7,729.8,754.6,,83,Wind blowing from the west,5,,,"90  or more, but not 100%", ,,,,,,,1000-1500,,,60.0,0.0,,,,,,
11.02.2018 16:00,2.7,729.6,754.3,,83,Wind blowing from the west-southwest,5,,,100%., ,Snow or ice pellets.,Drizzle.,,,,,300-600,,,60.0,0.1,,,,,,
11.02.2018 15:00,2.4,729.8,754.6,,84,Wind blowing from the west,7,,,100%., ,,,,,,,300-600,,,45.0,-0.1,,,,,,
11.02.2018 14:00,1.9,730.0,754.8,,85,Wind blowing from the west,5,,,100%.,Snow ,Snow or ice pellets.,Drizzle.,,,,,300-600,,,50.0,-0.4,,,,,,
11.02.2018 13:00,1.4,730.3,755.2,,85,Wind blowing from the west,6,,,100%.,"Precipitation, slight or moderate. ",Snow or ice pellets.,Drizzle.,,,,,300-600,,,17.0,-0.9,0.3,6,,,,
11.02.2018 12:00,1.0,730.6,755.6,,86,Wind blowing from the west-southwest,6,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Drizzle.,,,,,300-600,,,11.0,-1.1,,,,,,
11.02.2018 11:00,0.2,731.0,756.1,,89,Wind blowing from the south-west,5,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Drizzle.,,,,,300-600,,,11.0,-1.5,,,,,,
11.02.2018 10:00,0.7,731.1,756.1,,83,Wind blowing from the south-southwest,5,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Drizzle.,0.0,,,,1000-1500,,,30.0,-1.9,,,,,,
11.02.2018 09:00,0.8,731.8,756.8,,79,Wind blowing from the south,4,,,"90  or more, but not 100%",Snow ,Snow or ice pellets.,,,,,,300-600,,,22.0,-2.4,,,,,,
11.02.2018 08:00,0.7,732.2,757.3,,79,Wind blowing from the south-southwest,5,,,100%., ,,,,,,,1500-2000,,,20.0,-2.5,,,,,,
11.02.2018 07:00,0.2,732.7,757.8,,87,Wind blowing from the south-southwest,5,,,100%., ,,,0.0,1.3,,,2000-2500,,,13.0,-1.8,No precipitation,12,,,,
11.02.2018 06:00,0.3,733.4,758.5,,88,Wind blowing from the south-southwest,4,,,70 – 80%., ,,,,,,,1500-2000,,,11.0,-1.5,,,,,,
11.02.2018 05:00,0.6,734.1,759.2,,85,Wind blowing from the west-southwest,5,,,"90  or more, but not 100%", ,,,,,,,300-600,,,17.0,-1.7,,,,,,
11.02.2018 04:00,0.7,734.8,759.9,,84,Wind blowing from the west-southwest,5,,,60%., ,,,,,,,300-600,,,17.0,-1.7,,,,,,
11.02.2018 03:00,0.9,735.4,760.5,,87,Wind blowing from the west-southwest,4,,,100%., ,,,,,,,1000-1500,,,11.0,-1.1,,,,,,
11.02.2018 02:00,1.1,735.9,761.0,,87,Wind blowing from the west,5,,,100%., ,,,,,,,300-600,,,10.0,-0.9,,,,,,
11.02.2018 01:00,1.0,736.3,761.5,,85,Wind blowing from the west-southwest,3,,,100%., ,,,,,,,300-600,,,11.0,-1.2,No precipitation,6,,,,
11.02.2018 00:00,0.6,736.9,762.1,,85,Wind blowing from the west-southwest,2,,,100%., ,,,,,,,300-600,,,12.0,-1.6,,,,,,
10.02.2018 23:00,0.6,737.5,762.7,,84,Wind blowing from the west,3,,,70 – 80%., ,,,,,,,300-600,,,15.0,-1.9,,,,,,
10.02.2018 22:00,1.0,737.7,762.9,,81,Wind blowing from the west-southwest,4,,,100%., ,,,,,,,1000-1500,,,16.0,-1.9,,,,,,
10.02.2018 21:00,0.9,737.9,763.1,,82,Wind blowing from the west-southwest,5,,,100%., ,,,,,,,600-1000,,,12.0,-1.8,,,,,,
10.02.2018 20:00,1.0,738.2,763.4,,84,Wind blowing from the west-southwest,4,,,100%., ,,,,,,,600-1000,,,9.0,-1.5,,,,,,
10.02.2018 19:00,1.3,738.4,763.6,,79,Wind blowing from the west,3,,,100%., ,Drizzle.,Precipitation,-0.9,2.6,,,600-1000,,,13.0,-2.0,Trace of precipitation,12,,,,
10.02.2018 18:00,1.5,738.2,763.4,,79,Wind blowing from the west,3,,,100%., ,,,,,,,300-600,,,11.0,-1.8,,,,,,
10.02.2018 17:00,1.6,738.2,763.4,,78,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%", ,,,,,,,300-600,,,11.0,-1.8,,,,,,
10.02.2018 16:00,1.7,738.4,763.6,,79,Wind blowing from the west-northwest,3,,,100%., ,Drizzle.,Precipitation,,,,,300-600,,,11.0,-1.6,,,,,,
10.02.2018 15:00,1.8,738.4,763.5,,79,Wind blowing from the west-northwest,3,,,100%.,Drizzle (not freezing) or snow grains. ,Drizzle.,Precipitation,,,,,300-600,,,11.0,-1.5,,,,,,
10.02.2018 14:00,2.2,738.4,763.5,,77,Wind blowing from the west,3,,,100%., ,,,,,,,300-600,,,9.0,-1.5,,,,,,
10.02.2018 13:00,2.3,738.5,763.6,,76,Wind blowing from the west,4,,,"90  or more, but not 100%", ,,,,,,,300-600,,,10.0,-1.6,No precipitation,6,,,,
10.02.2018 12:00,1.9,738.8,763.9,,79,Wind blowing from the west,3,,,100%.,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,300-600,,,6.0,-1.4,,,,,,
10.02.2018 11:00,0.6,739.0,764.2,,85,Wind blowing from the south,2,,,"90  or more, but not 100%",Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,3.8,-1.7,,,,,,
10.02.2018 10:00,-0.1,738.9,764.2,,88,Wind blowing from the south,2,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,-0.9,,,,600-1000,,,3.6,-1.8,,,,,,
10.02.2018 09:00,-0.5,738.6,763.9,,89,Wind blowing from the south-southeast,2,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,1000-1500,,,3.4,-2.1,,,,,,
10.02.2018 08:00,-0.8,738.5,763.9,,92,Wind blowing from the west-southwest,1,,,"90  or more, but not 100%",Mist. ,Visibility reduced.,Visibility reduced.,,,,,1000-1500,,,2.8,-2.0,,,,,,
10.02.2018 07:00,-0.7,738.0,763.3,,90,Wind blowing from the south-southeast,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,-0.7,0.2,,,600-1000,,,3.5,-2.2,No precipitation,12,,,,
10.02.2018 06:00,-0.5,737.9,763.3,,87,Wind blowing from the west-southwest,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,3.8,-2.5,,,,,,
10.02.2018 05:00,-0.4,737.9,763.3,,86,Wind blowing from the east,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,4.0,-2.5,,,,,,
10.02.2018 04:00,-0.3,737.7,763.0,,85,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,4.0,-2.6,,,,,,
10.02.2018 03:00,-0.3,737.8,763.1,,85,Wind blowing from the north,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,4.4,-2.6,,,,,,
10.02.2018 02:00,-0.4,737.6,763.0,,85,Wind blowing from the east-southeast,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,3.8,-2.6,,,,,,
10.02.2018 01:00,-0.2,737.5,762.9,,83,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,4.1,-2.7,No precipitation,6,,,,
10.02.2018 00:00,-0.3,737.5,762.9,,85,Wind blowing from the east-southeast,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,4.0,-2.6,,,,,,
09.02.2018 23:00,-0.1,737.5,762.8,,83,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,4.3,-2.7,,,,,,
09.02.2018 22:00,0.1,737.5,762.8,,81,Wind blowing from the north,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,4.4,-2.8,,,,,,
09.02.2018 21:00,0.1,737.5,762.8,,80,Wind blowing from the east,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,4.7,-2.9,,,,,,
09.02.2018 20:00,0.0,737.5,762.7,,80,Wind blowing from the west-southwest,3,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,4.7,-3.0,,,,,,
09.02.2018 19:00,0.2,737.3,762.6,,81,Wind blowing from the south-west,3,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,-4.4,0.3,,,300-600,,,4.6,-2.7,No precipitation,12,,,,
09.02.2018 18:00,0.2,737.0,762.3,,80,Wind blowing from the south,3,,,100%.,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,300-600,,,4.5,-2.9,,,,,,
09.02.2018 17:00,0.2,736.9,762.2,,81,Wind blowing from the south,2,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,4.2,-2.8,,,,,,
09.02.2018 16:00,0.3,737.1,762.4,,81,Wind blowing from the south,2,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,4.1,-2.7,,,,,,
09.02.2018 15:00,0.3,737.2,762.5,,79,Wind blowing from the south,4,,,100%.,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,300-600,,,4.4,-2.9,,,,,,
09.02.2018 14:00,-0.1,737.4,762.7,,85,Wind blowing from the south,4,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,3.6,-2.3,,,,,,
09.02.2018 13:00,-1.0,737.8,763.3,,89,Wind blowing from the south-southeast,2,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,2.5,-2.6,No precipitation,6,,,,
09.02.2018 12:00,-1.7,738.4,763.9,,91,Wind blowing from the south,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,2.0,-3.0,,,,,,
09.02.2018 11:00,-2.2,738.7,764.2,,93,Wind blowing from the south-southwest,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,1.9,-3.2,,,,,,
09.02.2018 10:00,-2.9,738.8,764.5,,94,Wind blowing from the east-southeast,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,-5.9,,,,300-600,,,1.9,-3.7,,,,,,
09.02.2018 09:00,-3.6,739.1,764.8,,94,Wind blowing from the south-west,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,2.0,-4.5,,,,,,
09.02.2018 08:00,-4.3,739.3,765.1,,95,Wind blowing from the south,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,1.6,-5.0,,,,,,
09.02.2018 07:00,-4.4,739.4,765.2,,94,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,-5.9,-2.0,,,300-600,,,2.2,-5.2,No precipitation,12,,,,
09.02.2018 06:00,-4.9,739.5,765.4,,94,"Calm, no wind",0,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,1.6,-5.7,,,,,,
09.02.2018 05:00,-5.3,739.6,765.4,,95,"Calm, no wind",0,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,300-600,,,1.8,-6.0,,,,,,
09.02.2018 04:00,-5.5,739.8,765.7,,93,"Calm, no wind",0,,,60%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,2.3,-6.4,,,,,,
09.02.2018 03:00,-5.6,740.1,766.0,,95,"Calm, no wind",0,,,no clouds,Mist. ,Visibility reduced.,Visibility reduced.,,,,,,,,1.7,-6.3,,,,,,
09.02.2018 02:00,-5.0,740.2,766.1,,96,Wind blowing from the south-southeast,1,,,"10%  or less, but not 0",Mist. ,Visibility reduced.,Visibility reduced.,,,,,600-1000,,,1.4,-5.6,,,,,,
09.02.2018 01:00,-4.9,740.2,766.1,,96,Wind blowing from the south-southeast,2,,,no clouds,Mist. ,Visibility reduced.,Visibility reduced.,,,,,,,,1.3,-5.5,No precipitation,6,,,,
09.02.2018 00:00,-4.4,740.2,766.0,,93,Wind blowing from the south,1,,,no clouds,Mist. ,Visibility reduced.,Visibility reduced.,,,,,,,,2.2,-5.4,,,,,,
08.02.2018 23:00,-3.8,740.5,766.3,,91,Wind blowing from the south,1,,,no clouds,Mist. ,Visibility reduced.,Visibility reduced.,,,,,,,,2.8,-5.0,,,,,,
08.02.2018 22:00,-3.6,740.6,766.3,,90,Wind blowing from the south-southwest,1,,,"10%  or less, but not 0",Mist. ,Visibility reduced.,Visibility reduced.,,,,,"2500 or more, or no clouds.",,,2.6,-5.0,,,,,,
08.02.2018 21:00,-3.0,740.7,766.4,,88,Wind blowing from the south,1,,,no clouds,Mist. ,Visibility reduced.,Visibility reduced.,,,,,,,,3.4,-4.7,,,,,,
08.02.2018 20:00,-2.9,740.7,766.4,,88,Wind blowing from the south,1,,,no clouds,Mist. ,Visibility reduced.,Visibility reduced.,,,,,,,,3.4,-4.7,,,,,,
08.02.2018 19:00,-2.0,740.6,766.2,,81,Wind blowing from the east,1,,,no clouds,Mist. ,Visibility reduced.,,-4.7,1.5,,,,,,4.1,-4.8,No precipitation,12,,,,
08.02.2018 18:00,-1.6,740.5,766.0,,80,Wind blowing from the east-northeast,2,,,no clouds,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,,,,4.3,-4.6,,,,,,
08.02.2018 17:00,-0.8,740.2,765.7,,77,Wind blowing from the east-southeast,3,,,no clouds,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,,,,4.7,-4.3,,,,,,
08.02.2018 16:00,0.5,740.2,765.6,,70,Wind blowing from the east,3,,,no clouds,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,,,,,,,,,6.0,-4.4,,,,,,
08.02.2018 15:00,1.0,740.2,765.5,,64,Wind blowing from the south-west,2,,,60%.,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,,,,,,1000-1500,,,7.0,-5.1,,,,,,
08.02.2018 14:00,0.8,740.3,765.7,,67,Wind blowing from the north-northwest,1,,,20–30%.,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,,,,,,"2500 or more, or no clouds.",,,7.0,-4.7,,,,,,
08.02.2018 13:00,-0.4,740.6,766.0,,73,Wind blowing from the east,2,,,20–30%.,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,300-600,,,6.0,-4.7,No precipitation,6,,,,
08.02.2018 12:00,-0.6,740.8,766.3,,74,Wind blowing from the south-east,1,,,40%.,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,5.0,-4.7,,,,,,
08.02.2018 11:00,-2.3,740.6,766.3,,80,Wind blowing from the north,1,,,"90  or more, but not 100%","Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,4.1,-5.3,,,,,,
08.02.2018 10:00,-3.4,740.4,766.1,,84,Wind blowing from the north-northeast,1,,,"90  or more, but not 100%",Mist. ,Visibility reduced.,Visibility reduced.,-4.9,,,,2000-2500,,,3.6,-5.7,,,,,,
08.02.2018 09:00,-4.5,740.2,766.0,,90,Wind blowing from the north,2,,,20–30%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,"2500 or more, or no clouds.",,,3.2,-5.9,,,,,,
08.02.2018 08:00,-4.3,739.9,765.7,,88,Wind blowing from the north,1,,,"90  or more, but not 100%",Mist. ,Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,3.4,-6.0,,,,,,
08.02.2018 07:00,-4.2,739.6,765.4,,89,Wind blowing from the north,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,-4.9,-0.6,,,2000-2500,,,3.6,-5.8,No precipitation,12,,,,
08.02.2018 06:00,-4.6,739.3,765.1,,88,Wind blowing from the north-northwest,1,,,"10%  or less, but not 0",Mist. ,Visibility reduced.,Visibility reduced.,,,,,"2500 or more, or no clouds.",,,3.7,-6.3,,,,,,
08.02.2018 05:00,-4.5,739.0,764.8,,91,"Calm, no wind",0,,,no clouds,Mist. ,Visibility reduced.,Visibility reduced.,,,,,,,,3.9,-5.8,,,,,,
08.02.2018 04:00,-3.9,738.7,764.5,,87,Wind blowing from the north-northeast,1,,,no clouds,Mist. ,Visibility reduced.,Visibility reduced.,,,,,,,,4.6,-5.8,,,,,,
08.02.2018 03:00,-3.3,738.7,764.3,,84,Wind blowing from the north-east,2,,,20–30%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,4.6,-5.7,,,,,,
08.02.2018 02:00,-2.7,738.6,764.2,,82,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Mist. ,Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,5.0,-5.4,,,,,,
08.02.2018 01:00,-2.1,738.6,764.2,,80,Wind blowing from the north-east,2,,,"90  or more, but not 100%","Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,,,,,,2000-2500,,,5.0,-5.2,No precipitation,6,,,,
08.02.2018 00:00,-1.7,738.4,763.9,,78,Wind blowing from the east-northeast,3,,,"10%  or less, but not 0","Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,"2500 or more, or no clouds.",,,6.0,-5.1,,,,,,
07.02.2018 23:00,-1.7,738.0,763.5,,78,Wind blowing from the east-northeast,2,,,50%.,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,Visibility reduced.,,,,,"2500 or more, or no clouds.",,,6.0,-5.0,,,,,,
07.02.2018 22:00,-1.4,737.8,763.2,,80,Wind blowing from the north-east,1,,,no clouds,Mist. ,Visibility reduced.,,,,,,,,,6.0,-4.4,,,,,,
07.02.2018 21:00,-1.3,737.4,762.8,,80,"Calm, no wind",0,,,no clouds,"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ",Visibility reduced.,,,,,,,,,6.0,-4.3,,,,,,
07.02.2018 20:00,-1.1,737.1,762.5,,75,Wind blowing from the north,1,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,8.0,-5.1,,,,,,
07.02.2018 19:00,-0.7,736.9,762.2,,74,"Calm, no wind",0,,,no clouds, ,,,-5.4,1.0,,,,,,8.0,-4.9,No precipitation,12,,,,
07.02.2018 18:00,-0.4,736.5,761.8,,69,Wind blowing from the south-west,1,,,no clouds, ,,,,,,,,,,8.0,-5.4,,,,,,
